Nitrogen,Phosphorus,Potassium,OC,pH,Crop
222.9,40,195.5,0.7,6.7,Sesamum
181,32.5,118,0.43,6.9,Sesamum
203.1,34.9,137.2,0.67,6.4,Sesamum
154.8,23,158.5,0.49,7.9,Sesamum
236,42.3,194.6,0.73,6.6,Sesamum
213.2,33.6,165.8,0.56,7.1,Sesamum
233.6,30.7,204.1,0.64,7.5,Sesamum
216.1,34.9,184.8,0.71,6.5,Sesamum
89.3,16.1,94.6,0.35,7.3,Sesamum
220.1,31.5,169.3,0.5,6.6,Sesamum
177.8,30.8,132.8,0.5,7.2,Sesamum
259.8,49.1,202,0.76,7,Sesamum
197.8,35.7,152.1,0.59,6.4,Sesamum
175.6,33.1,168.7,0.59,6.9,Sesamum
168,27,155.6,0.62,6.2,Sesamum
169.3,29.9,128.2,0.59,7.4,Sesamum
163.4,18.9,126.7,0.5,7.6,Sesamum
188.4,32.3,159.7,0.64,6.9,Sesamum
216.6,39.3,186,0.7,7,Sesamum
178.3,29.2,147,0.54,7.1,Sesamum
156.8,24.4,142.3,0.5,6.6,Sesamum
182.2,36,162.1,0.62,7.4,Sesamum
225.9,34.3,184.3,0.61,7.8,Sesamum
236.2,41.8,175.7,0.61,6.6,Sesamum
122.7,24.3,146.4,0.37,7,Sesamum
208.1,33.6,149,0.63,6.4,Sesamum
157.3,25.5,142.5,0.52,6.3,Sesamum
181.7,27.5,159.7,0.51,6.6,Sesamum
150.5,25.1,136.2,0.47,6.6,Sesamum
218.5,35.1,160.8,0.65,7.4,Sesamum
186.9,30.4,167.6,0.55,6.6,Sesamum
177.7,30.8,182.4,0.54,7.5,Sesamum
164.9,30.5,110.4,0.52,7.1,Sesamum
229.5,40,199.5,0.72,6.7,Sesamum
173,25.6,149.7,0.5,6.4,Sesamum
139.7,24.7,115.5,0.44,7.7,Sesamum
235.9,43.4,199.3,0.73,6.8,Sesamum
149.3,20.8,144.6,0.45,7.3,Sesamum
213.7,36.7,179.4,0.54,6.6,Sesamum
249.4,43.6,205.5,0.79,7.3,Sesamum
186.7,26.3,135.9,0.53,7.9,Sesamum
133.6,19.3,125,0.41,7.2,Sesamum
198.2,32.6,161.3,0.56,6.7,Sesamum
119.4,16.5,81.7,0.32,6.8,Sesamum
167,28.8,139.7,0.5,6.5,Sesamum
215.6,39.2,184.4,0.67,7.4,Sesamum
134.7,24.2,105.7,0.45,6.9,Sesamum
225.2,39.4,159.6,0.65,6.4,Sesamum
247.1,41.1,203.2,0.71,6.7,Sesamum
102,18,95.7,0.41,7.2,Sesamum
137.3,22.3,112.1,0.49,7.1,Sesamum
92,23,80.3,0.42,6.7,Sesamum
280,50,220,0.76,7,Sesamum
223.6,34,195.6,0.62,6.4,Sesamum
159.6,28.9,128.9,0.55,6.7,Sesamum
218.7,33.7,150.1,0.67,6.6,Sesamum
212.9,35.5,190.4,0.66,7.3,Sesamum
280,47.2,220,0.75,6.6,Sesamum
156.5,16.1,112.3,0.38,7,Sesamum
168.7,22.6,137.6,0.48,6.1,Sesamum
110.3,20.2,96.5,0.39,6.7,Sesamum
256.1,44.3,205.3,0.73,6.4,Sesamum
280,40.5,213,0.77,7.6,Sesamum
268.1,38.6,199.5,0.8,7.9,Sesamum
159,26.7,149.1,0.55,6.6,Sesamum
129.6,15,116.8,0.33,7.7,Sesamum
211.9,39.5,172.1,0.68,7.4,Sesamum
271.9,32.4,210.5,0.72,6.1,Sesamum
193.4,30.6,181.6,0.63,6.2,Sesamum
176.5,24.7,137.4,0.52,6.7,Sesamum
256.9,45,180.9,0.73,7.3,Sesamum
245.9,42.4,220,0.67,7.6,Sesamum
97.3,15,80,0.33,7.6,Sesamum
252.6,41.9,220,0.75,6.2,Sesamum
111.8,18.7,104.5,0.35,7.3,Sesamum
233.4,36.3,177.7,0.64,6.1,Sesamum
224.4,31.2,166.5,0.57,7.9,Sesamum
123,23.9,131.5,0.47,7.1,Sesamum
131.9,20.5,106,0.38,6.9,Sesamum
133.4,25.9,109.8,0.49,7.3,Sesamum
80.4,15,87.7,0.4,7.6,Sesamum
145,15,126.3,0.4,6.3,Sesamum
164.8,26.7,140.3,0.53,6.1,Sesamum
119.3,21.6,82.1,0.36,7.2,Sesamum
108,15.5,98.1,0.3,6.2,Sesamum
80,15,112.6,0.33,6.5,Sesamum
123.4,20.1,124.8,0.4,7,Sesamum
270.9,41.7,200.9,0.8,6.4,Sesamum
89.5,15,80,0.37,7.5,Sesamum
144.8,23.2,144.6,0.42,6.8,Sesamum
249.6,42.1,199.9,0.79,7.5,Sesamum
199,29.9,160.2,0.53,6.2,Sesamum
137.8,23.1,112.4,0.44,6.2,Sesamum
263.9,45.4,220,0.73,7.2,Sesamum
85.2,15,80,0.34,7.8,Sesamum
134.7,15.7,114.9,0.44,8,Sesamum
92.1,18.8,81.8,0.34,7,Sesamum
118.6,22.8,121.4,0.38,7.6,Sesamum
272.4,40.6,206.2,0.77,7.9,Sesamum
127,16.4,150.8,0.43,6.1,Sesamum
145.7,21,129.6,0.45,7.6,Sesamum
213.8,37.5,186.8,0.72,7,Sesamum
251.7,39.5,208.9,0.77,7,Sesamum
156.8,34.2,155.9,0.54,6.5,Sesamum
219.7,42,194,0.63,7.6,Sesamum
210.3,31.9,153.3,0.57,6.7,Sesamum
219.4,35.8,192.3,0.61,7.5,Sesamum
105.3,21,92.5,0.35,6.3,Sesamum
255.7,38.1,216.9,0.76,6.3,Sesamum
94.7,15,115.2,0.36,7.3,Sesamum
103.6,17.2,86.9,0.34,6.6,Sesamum
92.8,20.6,80,0.35,7.6,Sesamum
208.5,35.9,192.5,0.62,6.3,Sesamum
235.9,41.5,162.5,0.73,7.7,Sesamum
165.5,34.3,126.2,0.55,7.2,Sesamum
210.6,38.7,182.3,0.68,7.3,Sesamum
140.2,17.6,136.6,0.46,7.5,Sesamum
119.6,22.4,126.1,0.41,7.1,Sesamum
238.2,38.2,205.8,0.7,6.3,Sesamum
130.6,21.3,139.6,0.45,7.6,Sesamum
110.7,20.9,142.5,0.4,7.3,Sesamum
88.5,15,80,0.32,6.5,Sesamum
168.8,31.9,169.1,0.5,6.8,Sesamum
110.9,16.5,80,0.37,7.7,Sesamum
130.8,26.3,133.5,0.45,6.6,Sesamum
204.4,29.4,183.2,0.61,8,Sesamum
177.6,22.7,165.7,0.55,6.1,Sesamum
142.8,22.5,134.2,0.38,6.7,Sesamum
151.7,17.5,117.3,0.42,7.7,Sesamum
280,44,220,0.8,7.2,Sesamum
199.9,37.7,189,0.73,7.3,Sesamum
99.9,15,109.4,0.38,7.7,Sesamum
187.1,32.8,148.4,0.55,6.5,Sesamum
165.3,21,134.9,0.49,6.2,Sesamum
280,44.5,217,0.8,7.2,Sesamum
280,48.1,213.3,0.8,7.4,Sesamum
194.3,21.3,163.7,0.62,6.1,Sesamum
80,15,84.2,0.3,6.1,Sesamum
117,15,93.6,0.33,7.5,Sesamum
125.8,15,136.3,0.46,7.9,Sesamum
270.3,35.1,194.8,0.72,6.2,Sesamum
93.3,16.6,113.2,0.31,7.7,Sesamum
155.9,24.9,115.7,0.46,6.8,Sesamum
226.7,38,215.8,0.65,7.7,Sesamum
212.4,37.8,162.8,0.63,7.2,Sesamum
204.7,32.3,195.7,0.65,7.9,Sesamum
154.4,31.3,126.8,0.45,7.6,Sesamum
163.8,32.2,146.4,0.61,6.7,Sesamum
226.8,33,177.8,0.7,6.1,Sesamum
100.8,15,92.5,0.32,6.3,Sesamum
225.7,38.3,191.7,0.66,6.1,Sesamum
225.3,37.6,178.9,0.67,6.7,Sesamum
185.3,25.5,155.6,0.52,6.6,Sesamum
196.3,37.3,167.9,0.59,6.9,Sesamum
180.3,20.8,149.5,0.52,6.1,Sesamum
231.8,44.8,210.1,0.72,7,Sesamum
82,16.3,96.1,0.3,7.5,Sesamum
225.2,34.4,182,0.63,6.5,Sesamum
123,16.2,115.7,0.37,6,Sesamum
241.1,40.4,213.4,0.7,6,Sesamum
254.2,39.7,195.1,0.8,6.3,Sesamum
80,15,89.5,0.3,7.5,Sesamum
220.4,39.6,173.9,0.71,7.1,Sesamum
186.2,23.4,170.5,0.54,6.2,Sesamum
206,35.3,190.6,0.68,7.6,Sesamum
259,41,181.5,0.76,7.3,Sesamum
177.4,26.4,133.1,0.6,6,Sesamum
262.3,37.1,220,0.75,6.1,Sesamum
160.3,15.7,112.1,0.42,7.9,Sesamum
110.5,15,111.7,0.32,7.9,Sesamum
226.7,34.9,177.3,0.6,6.9,Sesamum
120.2,15,92.4,0.4,6.2,Sesamum
179.9,31.2,156.8,0.57,6.3,Sesamum
95.1,15,99.9,0.31,7.9,Sesamum
142.7,23,118.7,0.42,7.7,Sesamum
245.9,36.1,178,0.62,7.6,Sesamum
89.8,16.7,127.3,0.3,6.4,Sesamum
131.4,15.4,99.6,0.42,6.5,Sesamum
97.3,15,86.2,0.31,6.1,Sesamum
170.4,30.8,125.3,0.56,6.6,Sesamum
133.6,20.6,148.7,0.48,6.7,Sesamum
190.9,36.3,190.7,0.51,6.6,Sesamum
251.9,43.4,220,0.68,6.8,Sesamum
266.7,50,214.5,0.74,6.8,Sesamum
113.8,15,131.5,0.46,7.9,Sesamum
224.4,41.5,206.4,0.7,6.5,Sesamum
118,18,94.4,0.41,6.1,Sesamum
148.4,22.2,108.7,0.44,8,Sesamum
249.1,41.4,203.1,0.72,6.5,Sesamum
80.9,15,86,0.39,6.4,Sesamum
254.6,47.4,213.9,0.8,6.5,Sesamum
129.8,15.3,152.4,0.47,6.3,Sesamum
243.2,36.2,180.9,0.68,6.3,Sesamum
227.7,39.6,174.7,0.72,7.1,Sesamum
151.7,25.3,103.3,0.51,6.5,Sesamum
182.7,26,146.2,0.53,7,Sesamum
94,17.6,96.3,0.37,6.3,Sesamum
259.4,44.1,193.8,0.8,7.3,Sesamum
234.7,35.8,154.1,0.65,6.3,Sesamum
116.6,15,87.2,0.37,6.2,Sesamum
109.2,15.5,85.5,0.32,6.7,Sesamum
176.2,34.8,155.8,0.55,7.8,Sesamum
267.2,47.9,214.5,0.8,6.2,Sesamum
198,30.2,151.2,0.54,7.6,Sesamum
160,24.4,130.3,0.46,7.4,Sesamum
114.2,18.3,103.3,0.36,6.5,Sesamum
158.6,29.1,113.2,0.48,6.8,Sesamum
256.1,42.8,200.4,0.72,6.3,Sesamum
169.9,27.7,133.3,0.51,7.7,Sesamum
107.3,15,95,0.3,7.7,Sesamum
80,15,89.7,0.3,6.2,Sesamum
239.2,39,159.7,0.66,6.6,Linseed
148.6,18.5,96.8,0.4,6.6,Linseed
202.4,41.5,156.8,0.6,6.8,Linseed
110.6,23.2,80,0.32,6.6,Linseed
200.2,35.6,157.8,0.58,6.4,Linseed
153.2,32.4,92.4,0.49,6.6,Linseed
152.5,22.7,103.5,0.45,6.5,Linseed
180.9,27.4,160.3,0.5,6.9,Linseed
182.9,31.4,163.9,0.6,6.4,Linseed
183.9,31.7,133.5,0.6,7,Linseed
164.4,35.1,143.6,0.56,7,Linseed
184.6,29,135.8,0.47,6.9,Linseed
180.8,33.2,140.3,0.52,6.6,Linseed
209,39.1,141.6,0.57,6.4,Linseed
174.5,26.8,124.9,0.49,6.8,Linseed
160.7,27.9,125.5,0.53,6.7,Linseed
196.9,35.4,127.3,0.58,6.8,Linseed
166.6,28.6,149.6,0.54,7.1,Linseed
230.4,41.1,154.4,0.62,6.6,Linseed
147.1,23.1,124.8,0.47,6.7,Linseed
220.7,40,184.4,0.68,7,Linseed
161.9,26.9,121.5,0.45,6.8,Linseed
164.8,35,123.9,0.52,6.8,Linseed
190.9,31.9,125.7,0.59,7.1,Linseed
181.1,29.9,128.2,0.54,6.8,Linseed
141.3,28.2,103.5,0.45,6.8,Linseed
137.8,19,120.7,0.41,6.4,Linseed
171.8,38.2,139.4,0.57,6.8,Linseed
231.9,36.9,149.7,0.69,6.6,Linseed
176.1,32.5,117.8,0.46,6.6,Linseed
222.9,35.9,144.6,0.61,6.6,Linseed
187,33.1,136.4,0.6,6.7,Linseed
173.2,36.2,144.8,0.58,6.9,Linseed
150.5,21.6,117.3,0.48,6.4,Linseed
140.5,27.1,115.1,0.47,7,Linseed
201.9,34.5,132.2,0.6,6.7,Linseed
251.8,48.1,176.1,0.72,6.8,Linseed
181.5,31.5,133.8,0.57,6.8,Linseed
168.9,26.1,126.7,0.52,6.9,Linseed
223.6,29.8,137.7,0.57,7.2,Linseed
126.7,20.1,121.6,0.35,6.2,Linseed
251.6,46.9,171.4,0.73,6.7,Linseed
117.1,19.5,100.1,0.44,6.8,Linseed
158.9,22.1,138.5,0.56,6.8,Linseed
176.9,29.6,135.1,0.48,7.1,Linseed
210.7,38.2,148.7,0.59,7,Linseed
183,34.3,144.9,0.53,6.6,Linseed
135,21.6,114.5,0.56,6.6,Linseed
183.4,25,107.2,0.5,6.8,Linseed
244.7,42.2,170.3,0.62,6.7,Linseed
171.1,31.5,118.2,0.45,6.7,Linseed
235.7,40,187.9,0.69,6.7,Linseed
157.1,27.5,117.5,0.52,6.9,Linseed
135.8,17,102.5,0.39,6.7,Linseed
217.7,40,156,0.62,6.7,Linseed
80,15,93.1,0.3,7,Linseed
138.6,26.3,135.7,0.51,6.6,Linseed
146,29.3,111.6,0.44,6.7,Linseed
198.1,32.9,159.6,0.56,6.8,Linseed
180.3,33.9,163.4,0.57,6.5,Linseed
175.1,31.2,144.1,0.58,6.4,Linseed
177,30,133.1,0.56,6.9,Linseed
192.6,30.9,137,0.61,6.5,Linseed
144.5,23.3,120.7,0.4,7,Linseed
197.7,38.1,136.7,0.64,6.6,Linseed
158.6,26,117.1,0.49,6.5,Linseed
239.2,40.6,160.4,0.72,6.9,Linseed
171.7,29.7,148.7,0.55,6.8,Linseed
163.6,35.5,134.2,0.55,6.9,Linseed
170.4,32.7,143.2,0.48,6.4,Linseed
213,36.3,170.6,0.62,6.7,Linseed
178.8,27.7,130.8,0.5,7,Linseed
184.8,41.3,152,0.61,6.8,Linseed
190.9,35.7,152.9,0.58,6.9,Linseed
224.3,35.3,155.1,0.59,6.9,Linseed
199.8,33.5,149,0.59,6.3,Linseed
218.9,41,167.1,0.62,6.7,Linseed
152.8,17.7,138.5,0.52,6.4,Linseed
191.5,32.7,135.6,0.63,6.7,Linseed
204.6,41.3,171,0.6,6.9,Linseed
187.2,32.2,135.6,0.57,6.6,Linseed
128,26.6,99.1,0.46,6.7,Linseed
167,36.5,149.7,0.53,7,Linseed
186.1,31.4,139.8,0.55,6.5,Linseed
109.5,21.2,104.8,0.42,6.5,Linseed
158.5,26.5,119.8,0.56,6.8,Linseed
192,28,158.4,0.62,6.4,Linseed
168.7,22.9,101.4,0.49,6.8,Linseed
209.8,40.1,169.9,0.68,6.7,Linseed
107.6,23.6,103.4,0.38,6.7,Linseed
162.8,31.7,149.7,0.53,6.7,Linseed
178.5,31.2,135.3,0.56,6.8,Linseed
171.8,29.3,138,0.52,6.5,Linseed
191.9,34.4,186.4,0.66,6.6,Linseed
120,23.2,114.8,0.45,6.9,Linseed
159.2,22.1,113.2,0.46,6.6,Linseed
191.4,31.1,148.9,0.64,7.2,Linseed
173.6,32.6,160.5,0.55,6.5,Linseed
229.8,34.4,166.1,0.58,7,Linseed
140.7,25.4,129.6,0.45,6.8,Linseed
108.6,22,80,0.37,6.7,Linseed
240.2,45.1,191.1,0.7,6.5,Linseed
147.8,18.4,89.5,0.52,6.3,Linseed
191.9,32,161.9,0.57,6.5,Linseed
176.3,25.4,128.6,0.5,6.6,Linseed
170.9,27.6,122.5,0.46,7.1,Linseed
141.6,16.4,118.6,0.44,7.1,Linseed
232,39.2,167.8,0.73,7,Linseed
139,26.4,126.8,0.47,6.8,Linseed
199.5,32.5,156.8,0.59,6.8,Linseed
244.2,48.9,179.6,0.68,7.1,Linseed
115.9,22.4,86.6,0.44,6.7,Linseed
190,36,178.9,0.55,7,Linseed
166.7,20.3,119.2,0.46,7.2,Linseed
132.7,23.2,117.7,0.41,6.6,Linseed
201,32.8,172.6,0.57,6.9,Linseed
147.2,25.4,102.5,0.44,6.9,Linseed
223.9,29.6,160.7,0.57,6.4,Linseed
258.5,42.4,200,0.8,6.9,Linseed
235.5,44,181.8,0.7,6.9,Linseed
133.9,28.4,126.9,0.47,7,Linseed
188,30.7,136.9,0.52,6.2,Linseed
203.1,33,145.9,0.53,6.4,Linseed
180.3,20.8,125.2,0.52,6.4,Linseed
211.2,27,160.3,0.6,7.2,Linseed
223.1,37.2,163.6,0.71,6.9,Linseed
247.3,33,188,0.66,7,Linseed
180.4,29.8,135.2,0.54,6.1,Linseed
214.8,35.7,144.9,0.59,6.9,Linseed
133.1,22.9,113,0.57,6.3,Linseed
271.9,40.9,164.5,0.65,7.2,Linseed
197.1,45.7,148.6,0.58,6.6,Linseed
222.9,36.7,128.4,0.66,6.3,Linseed
191.5,32.5,146.2,0.6,6.9,Linseed
136.4,27.2,139.3,0.48,6.5,Linseed
138.2,26,123.4,0.48,6.9,Linseed
200,38.7,136.4,0.6,6.8,Linseed
130.5,17.1,129.2,0.49,7.1,Linseed
217.7,30.8,173,0.67,7,Linseed
143.7,27.8,128.3,0.46,6.7,Linseed
198,28.5,149,0.52,6.7,Linseed
186.3,29.5,114.6,0.51,6.3,Linseed
183.7,26.5,127,0.46,7,Linseed
160.9,25.6,132.5,0.49,7.1,Linseed
209.6,35.8,132.1,0.65,6.7,Linseed
128.5,28.7,129.5,0.48,6.9,Linseed
234.7,44.6,168.9,0.75,6.6,Linseed
213.4,33.7,133.2,0.61,7,Linseed
198.9,37.1,168.6,0.62,6.2,Linseed
139,16.4,117.1,0.42,6.3,Linseed
191.7,31,152.7,0.62,7,Linseed
236.5,42.9,190.3,0.67,6.9,Linseed
183,32.1,125.1,0.56,6.8,Linseed
210.3,32.1,157.2,0.59,6.4,Linseed
206.2,37.5,143.4,0.63,6.6,Linseed
121.1,23.9,132,0.49,7.4,Linseed
241.8,46,170.6,0.68,7,Linseed
184.9,30.4,151.3,0.56,6.3,Linseed
222.3,40.4,164,0.65,6.8,Linseed
208.4,30.9,135.4,0.68,6.5,Linseed
165.1,25.6,116.9,0.45,6.5,Linseed
244.9,36.9,194.3,0.71,6.7,Linseed
128,18.7,101.7,0.45,7.1,Linseed
145.1,23.9,143.3,0.43,6.1,Linseed
137.8,30.9,116.2,0.48,6.8,Linseed
200.9,34.5,152.7,0.62,6.2,Linseed
209.3,37.3,146.8,0.61,6.5,Linseed
181.3,27.9,136.4,0.6,7.2,Linseed
194.7,28.2,130.4,0.61,7.4,Linseed
130.8,16,92.7,0.41,6.2,Linseed
104.2,18.9,95.9,0.37,7,Linseed
166.3,29.1,136.9,0.53,6.6,Linseed
169.7,29.2,117,0.55,6.4,Linseed
200.3,36.6,151.5,0.53,7,Linseed
181.3,34.6,155.1,0.55,6.8,Linseed
200.9,23.8,134.4,0.58,7,Linseed
206.7,30.2,141.6,0.56,6.5,Linseed
168.4,28.1,111.2,0.45,6.9,Linseed
245.9,34.2,150.1,0.66,6.9,Linseed
148.4,22.2,103.7,0.39,7.1,Linseed
144.4,18.5,130.7,0.44,7,Linseed
158.1,30.5,133.9,0.51,6.8,Linseed
230,39.3,189.2,0.7,6.9,Linseed
152.1,22.3,124.1,0.49,6.6,Linseed
151.7,29.9,109.2,0.37,6.7,Linseed
175.9,28.1,150.5,0.58,6.5,Linseed
184.3,31,120.1,0.51,6.8,Linseed
215.5,34.8,162.8,0.64,6.8,Linseed
245.4,46.6,170.7,0.65,6.8,Linseed
109.9,16.8,90,0.39,7.2,Linseed
211.9,27.9,137.5,0.61,7.2,Linseed
178.8,32.3,137.1,0.57,6.5,Linseed
182.1,32,143,0.49,6.5,Linseed
162.9,31.9,132.2,0.57,7.3,Linseed
230.4,36.8,161.6,0.65,7.4,Linseed
197.8,39.3,157.9,0.67,6.8,Linseed
132.3,16,96.9,0.39,7,Linseed
177.5,27.9,137.8,0.53,6.3,Linseed
232.2,49.9,199.9,0.66,6.8,Linseed
149.8,23.6,137.2,0.39,6.5,Linseed
177.8,23.1,123.1,0.42,6.9,Linseed
212.1,31.6,141.8,0.56,7,Linseed
250.4,33.9,187.4,0.72,7.3,Linseed
239.9,41.7,171.1,0.7,6.5,Linseed
150.2,29.4,129.5,0.46,7.1,Linseed
197.5,33,118.7,0.63,7.2,Linseed
146.3,21.1,114.9,0.47,6.7,Linseed
204.9,38.3,166.6,0.71,7.1,Linseed
147.7,22.5,127.8,0.46,7.1,Linseed
184.9,25.1,139.8,0.49,7.2,Linseed
190.9,31.7,162.7,0.6,6.9,Linseed
143.7,28.2,127.8,0.54,6.7,Linseed
253.8,42.6,197.7,0.75,7,Linseed
214.2,38.9,165.2,0.66,6.7,Linseed
181.5,32.1,151.8,0.48,6.6,Linseed
195.1,30.2,137.3,0.56,7.1,Linseed
129.6,21.2,117.9,0.49,6.4,Linseed
194.5,27.1,144,0.52,6.4,Linseed
132.9,21.3,127.6,0.44,6.7,Linseed
184.7,27.4,129.1,0.52,6.6,Linseed
192.4,30.6,130.9,0.53,6.3,Linseed
188.4,27.9,158.8,0.62,6.3,Linseed
173.6,29.6,131.1,0.61,6.6,Linseed
173.9,28,160.3,0.63,7,Linseed
95.6,23.6,111.6,0.39,6.6,Linseed
218,33.8,145.3,0.57,6.5,Linseed
194.1,31.5,135.9,0.6,7,Linseed
167.4,32.9,149.3,0.49,6.1,Linseed
220.8,38.2,167.2,0.68,7.2,Linseed
133.8,30.4,128,0.5,6.9,Linseed
197.4,33.1,143.4,0.56,7.1,Linseed
229.1,39.1,176.7,0.68,6.8,Linseed
114.3,19.8,112.5,0.37,6.7,Linseed
113,15,92.7,0.47,7.3,Linseed
105.1,16.3,129.5,0.43,6.7,Linseed
222.8,38.4,166.1,0.62,6.6,Linseed
173.5,26.8,131.9,0.5,7,Linseed
175.3,31.7,139.2,0.59,6.2,Linseed
139.1,18.5,99,0.44,6.7,Linseed
203.7,28.8,112.9,0.48,7.1,Linseed
166.9,29.7,140.2,0.58,6.8,Linseed
159.5,24.9,118.2,0.51,6.6,Linseed
161.4,29.5,144.2,0.53,7.2,Linseed
104.6,18.6,89.5,0.38,7.3,Linseed
235.3,44.3,200,0.65,6.8,Linseed
245.1,40.2,168.5,0.69,7,Linseed
188.9,25.2,156.3,0.53,6.2,Linseed
183.2,24.6,142.4,0.59,6.5,Linseed
150.9,22.1,126.1,0.62,6.2,Linseed
233.5,40.5,185.1,0.61,7.1,Linseed
201.1,37.9,154.3,0.57,6.9,Linseed
219.5,39.5,179.7,0.64,7,Linseed
163.6,30.4,155,0.53,6.5,Linseed
178.5,26.6,127.5,0.57,7.1,Linseed
195.2,30.7,149,0.57,6.7,Linseed
168,24.3,162.2,0.64,6.5,Linseed
143.7,19.9,80,0.42,6.9,Linseed
187.7,28.3,143.8,0.55,7.3,Linseed
165.4,28.7,126.2,0.55,7,Linseed
203.7,34.7,141.1,0.56,7.2,Linseed
216,38.1,195.2,0.65,6.7,Linseed
210,33.1,129.3,0.62,7.2,Linseed
139.7,27.3,130.5,0.47,6.6,Linseed
139.8,22.8,124.4,0.42,7,Linseed
103,20.3,122.9,0.32,6.6,Linseed
193.5,35.4,160.8,0.63,6.7,Linseed
191,26.2,133.9,0.54,7.3,Linseed
179.7,28,145.5,0.61,7.1,Linseed
221.5,34.4,184.7,0.67,6.4,Linseed
160.4,30.6,130.4,0.53,6.7,Linseed
186,31.6,116.2,0.5,6.5,Linseed
224.9,45.3,135.6,0.67,6.6,Linseed
163.3,31.2,116.5,0.55,6.3,Linseed
199.5,32.7,149.2,0.56,7.4,Linseed
138.9,17.1,127.4,0.41,7.3,Linseed
229.1,40,144.4,0.74,6.9,Linseed
255.4,44.7,175.8,0.69,6.7,Linseed
180,23.5,123.7,0.54,7.1,Linseed
160.4,29.6,142.4,0.62,6.3,Linseed
247.7,48.4,189.5,0.71,7,Linseed
185.5,29.9,159.4,0.49,7.2,Linseed
150.9,34.8,135.4,0.48,6.8,Linseed
185.1,29.3,146.7,0.48,6.7,Linseed
208.2,37.8,166.4,0.58,6.5,Linseed
126,21.6,113.3,0.43,6.2,Linseed
186,31,144.5,0.65,6.4,Linseed
167.2,29,152.5,0.49,6.6,Linseed
132.5,16.7,108.9,0.42,6.1,Linseed
106.9,15.9,93.4,0.33,7,Linseed
199.7,24.2,144,0.52,6.3,Linseed
241.3,46.2,161.3,0.69,6.8,Linseed
169.3,23,121.4,0.53,7.3,Linseed
131.9,26.5,102.3,0.41,6.5,Linseed
99.2,22.8,80,0.35,6.9,Linseed
153.8,18.5,114.9,0.45,7.2,Linseed
183,28.7,126.2,0.59,6.8,Linseed
163.4,26.1,129.2,0.57,6.1,Linseed
120.1,18.4,94.1,0.46,6.6,Linseed
217.2,33,160.7,0.66,6.7,Linseed
131.1,30.8,142.8,0.49,6.8,Linseed
250,43.1,180,0.73,6.5,Linseed
262.5,36.9,187.5,0.74,7.2,Linseed
143.7,26.5,141.9,0.46,6.6,Linseed
188.9,26.9,131.7,0.51,7.1,Linseed
128,22.4,109.6,0.44,6.7,Linseed
253.8,46.7,160.4,0.76,6.8,Linseed
270.8,34.3,183.4,0.69,6.2,Linseed
257.8,42.1,181.2,0.74,7.2,Linseed
119.7,24.4,90.5,0.44,7.2,Linseed
180,34.2,191.5,0.61,6.5,Linseed
229.6,38.7,151.8,0.67,6.3,Linseed
147.2,19.7,122.7,0.42,6.1,Linseed
166.3,24.7,150.8,0.56,7.4,Linseed
168.5,28.1,131.1,0.49,6.7,Linseed
144.3,29,119.6,0.46,6.6,Linseed
182,33.2,151.7,0.55,7,Linseed
136.2,28.6,122.6,0.5,6.8,Linseed
192,35.5,148.9,0.56,6.6,Linseed
193.4,25.8,137,0.56,6.6,Linseed
174.3,38,120.2,0.62,6.6,Linseed
167,32.4,139.2,0.62,6.2,Linseed
201.3,33.7,154.6,0.56,6.9,Linseed
173.6,34.3,158.1,0.55,6.8,Linseed
141.7,21.4,135.5,0.49,7.2,Linseed
134.9,20.4,133.4,0.43,6.2,Linseed
234.3,27.7,159.3,0.6,6.4,Linseed
188.5,33.3,133.4,0.6,6.9,Linseed
80,23.7,81.8,0.39,6.7,Linseed
270.1,39.6,200,0.69,6.4,Linseed
159.6,28.4,130.6,0.53,7.4,Linseed
127.4,22.8,107.2,0.32,6.8,Linseed
134.4,21.6,128,0.46,6.5,Linseed
192.3,25.3,137.9,0.54,6.6,Linseed
225.8,38.6,200,0.65,6.7,Linseed
189.4,25.8,151.5,0.59,7.1,Linseed
229.4,40.3,155.3,0.74,6.4,Linseed
179.7,21.9,141.6,0.51,6.3,Linseed
146.4,16.9,127.2,0.47,6.5,Linseed
80,19.4,82.8,0.4,6.6,Linseed
162.6,18.7,125.2,0.57,7,Linseed
167.1,30.1,157,0.59,7.1,Linseed
176.6,31.8,152.4,0.51,6.6,Linseed
99.3,15,110.3,0.35,6.8,Linseed
213.4,35.6,165.5,0.66,7.2,Linseed
122.6,23.2,128.8,0.37,6.8,Linseed
196.5,41.5,123.2,0.62,6.6,Linseed
137.3,17.1,100.8,0.41,6.2,Linseed
171,27.4,135.3,0.49,6.8,Linseed
279.7,48.2,145.8,0.7,7,Linseed
217,40.8,140.9,0.61,6.9,Linseed
189.9,38.8,149.6,0.59,6.5,Linseed
273.6,47.8,169.6,0.8,6.6,Linseed
198.7,31.5,150.7,0.52,6.5,Linseed
147.7,16.9,124.3,0.46,7.4,Linseed
201.6,33.2,135.9,0.64,7.3,Linseed
214,38.9,156.6,0.62,6.6,Linseed
175.9,24,136.4,0.56,7.4,Linseed
258.8,44.7,196.2,0.8,7.2,Linseed
196.7,36.7,143.5,0.6,7.4,Linseed
89.6,15,80,0.33,7.5,Linseed
180.2,30.2,136.5,0.54,6.9,Linseed
260.4,50,183.8,0.69,6.7,Linseed
